Transaction_ID,Transaction_Type,Category,Amount,Date,Season,Weather,Customer_ID,Incident_ID
782,Expense,Staff Salary,-6068,2025-02-25,Winter,Snowy,,
783,Revenue,Ticket Sale,150,2025-02-25,Summer,Windy,4860,
784,Expense,Ambulance Call,-2093,2025-02-25,Winter,Sunny,,104
785,Expense,Staff Salary,-5514,2025-02-25,Summer,Windy,,
786,Revenue,Rental,40,2025-02-25,Winter,Windy,5432,
787,Revenue,Ticket Sale,4200,2025-02-25,Winter,Sunny,9136,
788,Expense,Equipment Maintenance,-841,2025-02-25,Winter,Foggy,,
789,Revenue,Rental,50,2025-02-25,Summer,Rainy,1351,
790,Expense,Staff Salary,-4273,2025-02-25,Winter,Snowy,,
791,Revenue,Ticket Sale,160,2025-02-25,Summer,Windy,8899,
792,Revenue,Rental,30,2025-02-25,Summer,Rainy,8040,
793,Expense,Equipment Maintenance,-778,2025-02-25,Winter,Sunny,,
794,Expense,Ambulance Call,-1014,2025-02-25,Winter,Foggy,,363
795,Revenue,Ticket Sale,320,2025-02-25,Summer,Rainy,4902,
796,Revenue,Rental,30,2025-02-25,Winter,Sunny,7767,
797,Revenue,Rental,280,2025-02-25,Winter,Sunny,1931,
798,Expense,Equipment Maintenance,-436,2025-02-25,Winter,Snowy,,
799,Revenue,Ticket Sale,300,2025-02-25,Winter,Foggy,6146,
800,Revenue,Rental,270,2025-02-25,Winter,Foggy,7517,
801,Revenue,Ticket Sale,3500,2025-02-25,Winter,Sunny,5099,
802,Expense,Ambulance Call,-1271,2025-02-25,Winter,Windy,,411
803,Expense,Ambulance Call,-1142,2025-02-25,Summer,Windy,,644
804,Revenue,Rental,90,2025-02-25,Summer,Windy,9631,
805,Expense,Staff Salary,-7332,2025-02-25,Summer,Windy,,
806,Expense,Ambulance Call,-1787,2025-02-25,Winter,Sunny,,703
807,Revenue,Ticket Sale,320,2025-02-25,Summer,Rainy,4335,
808,Expense,Staff Salary,-5681,2025-02-25,Winter,Foggy,,
809,Expense,Ambulance Call,-1622,2025-02-25,Winter,Sunny,,262
810,Expense,Equipment Maintenance,-824,2025-02-25,Winter,Snowy,,
811,Revenue,Ticket Sale,240,2025-02-25,Summer,Sunny,9174,
812,Expense,Staff Salary,-7260,2025-02-25,Summer,Rainy,,
813,Revenue,Ticket Sale,200,2025-02-25,Summer,Rainy,1978,
814,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,7268,
815,Revenue,Rental,90,2025-02-25,Summer,Sunny,4370,
816,Expense,Staff Salary,-8286,2025-02-25,Winter,Windy,,
817,Revenue,Ticket Sale,500,2025-02-25,Winter,Foggy,9872,
818,Expense,Ambulance Call,-1767,2025-02-25,Winter,Foggy,,410
819,Expense,Staff Salary,-8616,2025-02-25,Winter,Foggy,,
820,Revenue,Ticket Sale,2100,2025-02-25,Summer,Rainy,2789,
821,Expense,Ambulance Call,-2140,2025-02-25,Summer,Windy,,980
822,Expense,Staff Salary,-6314,2025-02-25,Summer,Rainy,,
823,Expense,Equipment Maintenance,-784,2025-02-25,Summer,Sunny,,
824,Revenue,Rental,50,2025-02-25,Summer,Windy,3160,
825,Expense,Ambulance Call,-2321,2025-02-25,Summer,Windy,,126
826,Expense,Ambulance Call,-2187,2025-02-25,Winter,Foggy,,681
827,Expense,Ambulance Call,-1375,2025-02-25,Winter,Foggy,,473
828,Expense,Staff Salary,-8748,2025-02-25,Summer,Windy,,
829,Expense,Ambulance Call,-2291,2025-02-25,Winter,Sunny,,571
830,Expense,Equipment Maintenance,-848,2025-02-25,Summer,Sunny,,
831,Expense,Equipment Maintenance,-373,2025-02-25,Summer,Sunny,,
832,Revenue,Ticket Sale,400,2025-02-25,Winter,Windy,6877,
833,Revenue,Ticket Sale,250,2025-02-25,Winter,Windy,2303,
834,Expense,Equipment Maintenance,-607,2025-02-25,Summer,Sunny,,
835,Expense,Ambulance Call,-1198,2025-02-25,Winter,Foggy,,460
836,Revenue,Rental,100,2025-02-25,Summer,Sunny,3858,
837,Revenue,Ticket Sale,800,2025-02-25,Winter,Snowy,1630,
838,Expense,Ambulance Call,-1571,2025-02-25,Summer,Windy,,64
839,Expense,Ambulance Call,-1790,2025-02-25,Winter,Sunny,,456
840,Expense,Staff Salary,-5638,2025-02-25,Winter,Foggy,,
841,Expense,Ambulance Call,-2174,2025-02-25,Winter,Snowy,,174
842,Revenue,Ticket Sale,720,2025-02-25,Winter,Windy,9372,
843,Expense,Ambulance Call,-2229,2025-02-25,Winter,Snowy,,649
844,Expense,Equipment Maintenance,-478,2025-02-25,Summer,Sunny,,
845,Revenue,Ticket Sale,1400,2025-02-25,Summer,Sunny,6350,
846,Expense,Equipment Maintenance,-388,2025-02-25,Summer,Rainy,,
847,Expense,Ambulance Call,-1798,2025-02-25,Summer,Rainy,,40
848,Revenue,Ticket Sale,480,2025-02-25,Winter,Foggy,5765,
849,Expense,Staff Salary,-4787,2025-02-25,Winter,Sunny,,
850,Expense,Staff Salary,-6795,2025-02-25,Winter,Foggy,,
851,Expense,Equipment Maintenance,-482,2025-02-25,Summer,Sunny,,
852,Expense,Equipment Maintenance,-508,2025-02-25,Winter,Snowy,,
853,Revenue,Rental,70,2025-02-25,Winter,Sunny,9249,
854,Revenue,Ticket Sale,240,2025-02-25,Summer,Windy,9646,
855,Expense,Staff Salary,-7084,2025-02-25,Summer,Windy,,
856,Expense,Ambulance Call,-1870,2025-02-25,Summer,Rainy,,363
857,Expense,Ambulance Call,-1731,2025-02-25,Summer,Sunny,,439
858,Expense,Equipment Maintenance,-405,2025-02-25,Summer,Sunny,,
859,Revenue,Ticket Sale,200,2025-02-25,Summer,Windy,4949,
860,Revenue,Ticket Sale,2100,2025-02-25,Summer,Rainy,6766,
861,Expense,Equipment Maintenance,-398,2025-02-25,Winter,Foggy,,
862,Expense,Equipment Maintenance,-893,2025-02-25,Winter,Windy,,
863,Expense,Staff Salary,-6933,2025-02-25,Winter,Snowy,,
864,Expense,Staff Salary,-5215,2025-02-25,Winter,Windy,,
865,Expense,Ambulance Call,-1324,2025-02-25,Winter,Foggy,,595
866,Revenue,Ticket Sale,200,2025-02-25,Summer,Sunny,7692,
867,Revenue,Rental,225,2025-02-25,Winter,Windy,3947,
868,Revenue,Ticket Sale,400,2025-02-25,Winter,Snowy,7858,
869,Revenue,Ticket Sale,320,2025-02-25,Summer,Windy,3070,
870,Revenue,Rental,100,2025-02-25,Summer,Sunny,2196,
871,Expense,Ambulance Call,-2390,2025-02-25,Summer,Rainy,,215
872,Expense,Staff Salary,-7389,2025-02-25,Summer,Windy,,
873,Revenue,Ticket Sale,250,2025-02-25,Winter,Foggy,6518,
874,Revenue,Ticket Sale,400,2025-02-25,Winter,Sunny,6815,
875,Expense,Equipment Maintenance,-314,2025-02-25,Summer,Windy,,
876,Expense,Equipment Maintenance,-516,2025-02-25,Summer,Rainy,,
877,Expense,Staff Salary,-5515,2025-02-25,Winter,Snowy,,
878,Revenue,Ticket Sale,7700,2025-02-25,Winter,Snowy,7060,
879,Expense,Ambulance Call,-1182,2025-02-25,Summer,Rainy,,799
880,Revenue,Ticket Sale,500,2025-02-25,Winter,Foggy,4805,
881,Revenue,Ticket Sale,1400,2025-02-25,Summer,Rainy,9481,
882,Expense,Ambulance Call,-2490,2025-02-25,Summer,Rainy,,669
883,Revenue,Rental,100,2025-02-25,Summer,Sunny,1687,
884,Expense,Ambulance Call,-1466,2025-02-25,Summer,Windy,,568
885,Expense,Ambulance Call,-1304,2025-02-25,Winter,Foggy,,295
886,Expense,Ambulance Call,-2167,2025-02-25,Winter,Foggy,,915
887,Revenue,Rental,90,2025-02-25,Summer,Sunny,5726,
888,Expense,Ambulance Call,-2013,2025-02-25,Winter,Snowy,,262
889,Expense,Staff Salary,-8327,2025-02-25,Winter,Snowy,,
890,Expense,Staff Salary,-7655,2025-02-25,Winter,Sunny,,
891,Revenue,Ticket Sale,480,2025-02-25,Winter,Snowy,9001,
892,Expense,Ambulance Call,-1594,2025-02-25,Summer,Sunny,,745
893,Revenue,Rental,60,2025-02-25,Summer,Windy,8435,
894,Expense,Equipment Maintenance,-572,2025-02-25,Winter,Sunny,,
895,Expense,Ambulance Call,-1172,2025-02-25,Summer,Rainy,,151
896,Revenue,Ticket Sale,720,2025-02-25,Winter,Foggy,6795,
897,Expense,Ambulance Call,-2030,2025-02-25,Winter,Sunny,,291
898,Expense,Equipment Maintenance,-454,2025-02-25,Summer,Rainy,,
899,Revenue,Ticket Sale,480,2025-02-25,Winter,Foggy,8100,
900,Expense,Staff Salary,-6593,2025-02-25,Summer,Sunny,,
901,Revenue,Rental,60,2025-02-25,Winter,Sunny,3242,
902,Revenue,Rental,30,2025-02-25,Summer,Sunny,5346,
903,Revenue,Rental,180,2025-02-25,Winter,Windy,9138,
904,Revenue,Ticket Sale,7700,2025-02-25,Winter,Snowy,9459,
905,Expense,Equipment Maintenance,-433,2025-02-25,Winter,Sunny,,
906,Expense,Staff Salary,-7197,2025-02-25,Winter,Windy,,
907,Revenue,Ticket Sale,3500,2025-02-25,Winter,Snowy,7851,
908,Expense,Equipment Maintenance,-738,2025-02-25,Summer,Windy,,
909,Expense,Equipment Maintenance,-451,2025-02-25,Winter,Foggy,,
910,Revenue,Rental,50,2025-02-25,Winter,Foggy,5786,
911,Expense,Equipment Maintenance,-837,2025-02-25,Summer,Rainy,,
912,Expense,Equipment Maintenance,-682,2025-02-25,Summer,Windy,,
913,Revenue,Rental,90,2025-02-25,Summer,Sunny,2841,
914,Expense,Ambulance Call,-1893,2025-02-25,Summer,Rainy,,442
915,Revenue,Rental,60,2025-02-25,Summer,Sunny,8614,
916,Expense,Equipment Maintenance,-583,2025-02-25,Winter,Foggy,,
917,Expense,Equipment Maintenance,-374,2025-02-25,Winter,Windy,,
918,Revenue,Rental,60,2025-02-25,Summer,Windy,1474,
919,Revenue,Rental,50,2025-02-25,Summer,Windy,7701,
920,Expense,Ambulance Call,-1077,2025-02-25,Summer,Rainy,,703
921,Expense,Equipment Maintenance,-320,2025-02-25,Summer,Rainy,,
922,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,5396,
923,Revenue,Ticket Sale,550,2025-02-25,Winter,Foggy,6054,
924,Expense,Staff Salary,-8922,2025-02-25,Summer,Sunny,,
925,Revenue,Ticket Sale,560,2025-02-25,Winter,Snowy,6401,
926,Expense,Equipment Maintenance,-411,2025-02-25,Winter,Sunny,,
927,Expense,Ambulance Call,-2082,2025-02-25,Winter,Foggy,,96
928,Expense,Ambulance Call,-2350,2025-02-25,Winter,Snowy,,985
929,Expense,Staff Salary,-5644,2025-02-25,Winter,Snowy,,
930,Revenue,Rental,50,2025-02-25,Summer,Windy,5754,
931,Expense,Equipment Maintenance,-490,2025-02-25,Summer,Rainy,,
932,Revenue,Ticket Sale,800,2025-02-25,Winter,Snowy,1591,
933,Expense,Equipment Maintenance,-334,2025-02-25,Winter,Windy,,
934,Expense,Ambulance Call,-1378,2025-02-25,Winter,Snowy,,523
935,Revenue,Rental,225,2025-02-25,Winter,Snowy,1553,
936,Expense,Equipment Maintenance,-536,2025-02-25,Winter,Windy,,
937,Revenue,Ticket Sale,880,2025-02-25,Winter,Foggy,2253,
938,Revenue,Ticket Sale,2800,2025-02-25,Summer,Sunny,9875,
939,Expense,Staff Salary,-5754,2025-02-25,Winter,Sunny,,
940,Expense,Staff Salary,-4463,2025-02-25,Summer,Sunny,,
941,Expense,Equipment Maintenance,-529,2025-02-25,Summer,Rainy,,
942,Expense,Ambulance Call,-1966,2025-02-25,Winter,Foggy,,853
943,Expense,Ambulance Call,-1171,2025-02-25,Winter,Sunny,,869
944,Expense,Equipment Maintenance,-386,2025-02-25,Summer,Rainy,,
945,Expense,Equipment Maintenance,-852,2025-02-25,Winter,Snowy,,
946,Expense,Ambulance Call,-2146,2025-02-25,Summer,Rainy,,980
947,Revenue,Ticket Sale,4900,2025-02-25,Winter,Windy,9143,
948,Expense,Staff Salary,-4689,2025-02-25,Summer,Rainy,,
949,Revenue,Rental,270,2025-02-25,Winter,Windy,1407,
950,Expense,Ambulance Call,-1164,2025-02-25,Winter,Windy,,909
951,Expense,Ambulance Call,-1382,2025-02-25,Winter,Foggy,,262
952,Expense,Staff Salary,-6256,2025-02-25,Winter,Sunny,,
953,Expense,Equipment Maintenance,-731,2025-02-25,Winter,Snowy,,
954,Revenue,Rental,70,2025-02-25,Winter,Sunny,7605,
955,Expense,Staff Salary,-5583,2025-02-25,Summer,Windy,,
956,Expense,Equipment Maintenance,-523,2025-02-25,Winter,Sunny,,
957,Expense,Ambulance Call,-1002,2025-02-25,Summer,Rainy,,584
958,Expense,Ambulance Call,-1371,2025-02-25,Winter,Sunny,,701
959,Revenue,Rental,50,2025-02-25,Winter,Foggy,9007,
960,Revenue,Rental,60,2025-02-25,Summer,Rainy,6272,
961,Expense,Staff Salary,-4446,2025-02-25,Summer,Windy,,
962,Expense,Equipment Maintenance,-667,2025-02-25,Winter,Sunny,,
963,Revenue,Rental,280,2025-02-25,Winter,Windy,1223,
964,Revenue,Rental,280,2025-02-25,Winter,Snowy,8169,
965,Expense,Equipment Maintenance,-714,2025-02-25,Winter,Windy,,
966,Revenue,Rental,135,2025-02-25,Winter,Windy,9963,
967,Expense,Ambulance Call,-1891,2025-02-25,Summer,Sunny,,189
968,Expense,Ambulance Call,-2047,2025-02-25,Summer,Rainy,,960
969,Expense,Ambulance Call,-1662,2025-02-25,Summer,Windy,,295
970,Expense,Staff Salary,-5073,2025-02-25,Winter,Foggy,,
971,Expense,Staff Salary,-8813,2025-02-25,Winter,Foggy,,
972,Expense,Equipment Maintenance,-797,2025-02-25,Summer,Rainy,,
973,Revenue,Rental,50,2025-02-25,Winter,Foggy,3690,
974,Expense,Ambulance Call,-1270,2025-02-25,Summer,Sunny,,704
975,Expense,Equipment Maintenance,-861,2025-02-25,Winter,Snowy,,
976,Expense,Ambulance Call,-1803,2025-02-25,Winter,Sunny,,353
977,Expense,Staff Salary,-6294,2025-02-25,Winter,Sunny,,
978,Revenue,Ticket Sale,2800,2025-02-25,Summer,Rainy,2001,
979,Revenue,Rental,90,2025-02-25,Summer,Windy,2093,
980,Revenue,Ticket Sale,500,2025-02-25,Winter,Foggy,4156,
981,Expense,Staff Salary,-4983,2025-02-25,Summer,Rainy,,
982,Expense,Staff Salary,-4351,2025-02-25,Summer,Rainy,,
983,Expense,Staff Salary,-5724,2025-02-25,Summer,Rainy,,
984,Expense,Staff Salary,-5951,2025-02-25,Winter,Sunny,,
985,Revenue,Rental,240,2025-02-25,Winter,Sunny,5587,
986,Revenue,Ticket Sale,1400,2025-02-25,Summer,Windy,3075,
987,Expense,Staff Salary,-5024,2025-02-25,Summer,Rainy,,
988,Expense,Staff Salary,-4545,2025-02-25,Summer,Windy,,
989,Revenue,Rental,100,2025-02-25,Summer,Sunny,1043,
990,Expense,Staff Salary,-8174,2025-02-25,Winter,Sunny,,
991,Revenue,Rental,240,2025-02-25,Winter,Snowy,8790,
992,Revenue,Ticket Sale,2100,2025-02-25,Summer,Sunny,3244,
993,Expense,Equipment Maintenance,-648,2025-02-25,Summer,Rainy,,
994,Expense,Staff Salary,-5105,2025-02-25,Summer,Rainy,,
995,Expense,Staff Salary,-6549,2025-02-25,Winter,Snowy,,
996,Expense,Equipment Maintenance,-776,2025-02-25,Summer,Rainy,,
997,Expense,Ambulance Call,-1764,2025-02-25,Summer,Rainy,,960
998,Revenue,Ticket Sale,160,2025-02-25,Summer,Windy,4504,
999,Revenue,Rental,60,2025-02-25,Summer,Windy,8163,
1000,Expense,Ambulance Call,-1013,2025-02-25,Summer,Windy,,189
1001,Expense,Ambulance Call,-1391,2025-02-25,Summer,Windy,,312
1002,Expense,Equipment Maintenance,-646,2025-02-25,Winter,Foggy,,
1003,Expense,Equipment Maintenance,-609,2025-02-25,Summer,Windy,,
1004,Expense,Equipment Maintenance,-685,2025-02-25,Winter,Snowy,,
1005,Revenue,Ticket Sale,100,2025-02-25,Summer,Sunny,4208,
1006,Revenue,Rental,30,2025-02-25,Summer,Windy,1091,
1007,Expense,Ambulance Call,-1973,2025-02-25,Summer,Sunny,,443
1008,Revenue,Ticket Sale,3500,2025-02-25,Winter,Foggy,5504,
1009,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,5145,
1010,Expense,Equipment Maintenance,-392,2025-02-25,Winter,Sunny,,
1011,Revenue,Rental,50,2025-02-25,Summer,Rainy,8756,
1012,Revenue,Ticket Sale,6300,2025-02-25,Winter,Foggy,3509,
1013,Revenue,Ticket Sale,720,2025-02-25,Winter,Snowy,7874,
1014,Revenue,Ticket Sale,800,2025-02-25,Winter,Windy,6148,
1015,Expense,Staff Salary,-7556,2025-02-25,Summer,Sunny,,
1016,Expense,Ambulance Call,-1305,2025-02-25,Winter,Foggy,,296
1017,Revenue,Ticket Sale,150,2025-02-25,Summer,Windy,7605,
1018,Revenue,Rental,120,2025-02-25,Winter,Sunny,9216,
1019,Revenue,Rental,150,2025-02-25,Summer,Sunny,8264,
1020,Revenue,Rental,30,2025-02-25,Summer,Windy,9281,
1021,Expense,Ambulance Call,-1847,2025-02-25,Winter,Sunny,,485
1022,Expense,Ambulance Call,-1441,2025-02-25,Summer,Sunny,,861
1023,Revenue,Ticket Sale,880,2025-02-25,Winter,Windy,2904,
1024,Revenue,Rental,40,2025-02-25,Winter,Sunny,6201,
1025,Revenue,Ticket Sale,5600,2025-02-25,Winter,Snowy,4563,
1026,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,5042,
1027,Expense,Ambulance Call,-1861,2025-02-25,Winter,Snowy,,83
1028,Expense,Ambulance Call,-2413,2025-02-25,Summer,Windy,,312
1029,Expense,Staff Salary,-6640,2025-02-25,Summer,Sunny,,
1030,Revenue,Rental,90,2025-02-25,Summer,Rainy,4084,
1031,Expense,Ambulance Call,-1324,2025-02-25,Winter,Snowy,,460
1032,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,9026,
1033,Expense,Staff Salary,-7731,2025-02-25,Summer,Rainy,,
1034,Revenue,Rental,90,2025-02-25,Summer,Windy,1601,
1035,Expense,Equipment Maintenance,-464,2025-02-25,Winter,Snowy,,
1036,Expense,Ambulance Call,-1708,2025-02-25,Summer,Windy,,406
1037,Expense,Staff Salary,-5449,2025-02-25,Summer,Windy,,
1038,Expense,Staff Salary,-4264,2025-02-25,Summer,Sunny,,
1039,Revenue,Rental,225,2025-02-25,Winter,Foggy,8662,
1040,Expense,Staff Salary,-6659,2025-02-25,Winter,Sunny,,
1041,Revenue,Rental,40,2025-02-25,Winter,Windy,8655,
1042,Expense,Staff Salary,-5462,2025-02-25,Summer,Rainy,,
1043,Expense,Staff Salary,-8252,2025-02-25,Summer,Windy,,
1044,Revenue,Ticket Sale,800,2025-02-25,Winter,Foggy,6879,
1045,Expense,Equipment Maintenance,-550,2025-02-25,Winter,Windy,,
1046,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,4065,
1047,Expense,Equipment Maintenance,-829,2025-02-25,Summer,Sunny,,
1048,Expense,Equipment Maintenance,-626,2025-02-25,Winter,Sunny,,
1049,Expense,Staff Salary,-8990,2025-02-25,Summer,Windy,,
1050,Expense,Equipment Maintenance,-396,2025-02-25,Summer,Windy,,
1051,Expense,Ambulance Call,-1512,2025-02-25,Summer,Sunny,,649
1052,Expense,Equipment Maintenance,-515,2025-02-25,Summer,Rainy,,
1053,Revenue,Rental,50,2025-02-25,Summer,Sunny,9306,
1054,Expense,Ambulance Call,-2105,2025-02-25,Summer,Rainy,,685
1055,Expense,Staff Salary,-5706,2025-02-25,Winter,Snowy,,
1056,Expense,Staff Salary,-6106,2025-02-25,Winter,Foggy,,
1057,Revenue,Rental,120,2025-02-25,Winter,Snowy,6458,
1058,Revenue,Rental,270,2025-02-25,Winter,Foggy,6670,
1059,Expense,Equipment Maintenance,-405,2025-02-25,Summer,Sunny,,
1060,Revenue,Rental,135,2025-02-25,Winter,Snowy,3819,
1061,Revenue,Rental,150,2025-02-25,Summer,Sunny,4869,
1062,Revenue,Rental,60,2025-02-25,Summer,Sunny,3525,
1063,Revenue,Rental,160,2025-02-25,Winter,Windy,6647,
1064,Expense,Equipment Maintenance,-898,2025-02-25,Summer,Windy,,
1065,Expense,Equipment Maintenance,-771,2025-02-25,Winter,Windy,,
1066,Revenue,Rental,30,2025-02-25,Summer,Windy,2569,
1067,Revenue,Rental,315,2025-02-25,Winter,Foggy,7551,
1068,Expense,Equipment Maintenance,-739,2025-02-25,Summer,Windy,,
1069,Revenue,Ticket Sale,150,2025-02-25,Summer,Windy,6683,
1070,Expense,Staff Salary,-6741,2025-02-25,Winter,Snowy,,
1071,Expense,Ambulance Call,-1972,2025-02-25,Winter,Snowy,,639
1072,Revenue,Ticket Sale,160,2025-02-25,Summer,Windy,7523,
1073,Expense,Equipment Maintenance,-528,2025-02-25,Winter,Snowy,,
1074,Revenue,Rental,225,2025-02-25,Winter,Sunny,5946,
1075,Expense,Equipment Maintenance,-594,2025-02-25,Winter,Foggy,,
1076,Revenue,Rental,315,2025-02-25,Winter,Windy,5668,
1077,Expense,Equipment Maintenance,-725,2025-02-25,Summer,Windy,,
1078,Expense,Equipment Maintenance,-378,2025-02-25,Winter,Foggy,,
1079,Expense,Equipment Maintenance,-481,2025-02-25,Winter,Snowy,,
1080,Revenue,Ticket Sale,4900,2025-02-25,Winter,Windy,6673,
1081,Revenue,Ticket Sale,500,2025-02-25,Winter,Windy,3635,
1082,Expense,Equipment Maintenance,-370,2025-02-25,Winter,Windy,,
1083,Expense,Equipment Maintenance,-547,2025-02-25,Winter,Windy,,
1084,Expense,Ambulance Call,-1145,2025-02-25,Summer,Sunny,,738
1085,Revenue,Ticket Sale,2100,2025-02-25,Summer,Windy,8377,
1086,Expense,Ambulance Call,-2319,2025-02-25,Summer,Rainy,,980
1087,Revenue,Rental,60,2025-02-25,Summer,Sunny,7947,
1088,Revenue,Ticket Sale,7000,2025-02-25,Winter,Snowy,6523,
1089,Expense,Staff Salary,-7577,2025-02-25,Summer,Sunny,,
1090,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,8614,
1091,Expense,Equipment Maintenance,-367,2025-02-25,Winter,Sunny,,
1092,Revenue,Ticket Sale,150,2025-02-25,Summer,Rainy,7050,
1093,Expense,Ambulance Call,-1051,2025-02-25,Summer,Rainy,,35
1094,Expense,Ambulance Call,-1881,2025-02-25,Summer,Sunny,,638
1095,Expense,Equipment Maintenance,-662,2025-02-25,Summer,Sunny,,
1096,Revenue,Ticket Sale,100,2025-02-25,Summer,Rainy,2829,
1097,Revenue,Rental,280,2025-02-25,Winter,Windy,3871,
1098,Revenue,Rental,180,2025-02-25,Winter,Snowy,9084,
1099,Expense,Equipment Maintenance,-820,2025-02-25,Summer,Rainy,,
1100,Revenue,Ticket Sale,350,2025-02-25,Winter,Windy,2253,
1101,Revenue,Rental,90,2025-02-25,Summer,Sunny,2656,
1102,Expense,Ambulance Call,-2321,2025-02-25,Winter,Foggy,,738
1103,Revenue,Rental,150,2025-02-25,Summer,Sunny,5208,
1104,Revenue,Rental,90,2025-02-25,Summer,Sunny,5275,
1105,Expense,Ambulance Call,-2221,2025-02-25,Winter,Sunny,,888
1106,Expense,Ambulance Call,-2151,2025-02-25,Winter,Windy,,335
1107,Revenue,Ticket Sale,320,2025-02-25,Summer,Windy,7531,
1108,Revenue,Ticket Sale,240,2025-02-25,Summer,Rainy,7671,
1109,Revenue,Rental,135,2025-02-25,Winter,Windy,5501,
1110,Expense,Ambulance Call,-1240,2025-02-25,Summer,Windy,,155
1111,Revenue,Ticket Sale,400,2025-02-25,Winter,Snowy,6318,
1112,Expense,Staff Salary,-8631,2025-02-25,Winter,Foggy,,
1113,Expense,Equipment Maintenance,-683,2025-02-25,Summer,Windy,,
1114,Expense,Equipment Maintenance,-730,2025-02-25,Summer,Windy,,
1115,Revenue,Ticket Sale,200,2025-02-25,Summer,Windy,6618,
1116,Expense,Equipment Maintenance,-382,2025-02-25,Summer,Rainy,,
1117,Expense,Equipment Maintenance,-873,2025-02-25,Winter,Windy,,
1118,Expense,Equipment Maintenance,-585,2025-02-25,Winter,Snowy,,
1119,Revenue,Ticket Sale,1400,2025-02-25,Summer,Rainy,2287,
1120,Expense,Ambulance Call,-1458,2025-02-25,Summer,Windy,,126
1121,Expense,Ambulance Call,-2235,2025-02-25,Winter,Foggy,,501
1122,Expense,Equipment Maintenance,-425,2025-02-25,Summer,Rainy,,
1123,Expense,Staff Salary,-7484,2025-02-25,Winter,Snowy,,
1124,Expense,Staff Salary,-5522,2025-02-25,Winter,Foggy,,
1125,Revenue,Ticket Sale,1400,2025-02-25,Summer,Rainy,5651,
1126,Expense,Equipment Maintenance,-853,2025-02-25,Summer,Sunny,,
1127,Expense,Staff Salary,-6657,2025-02-25,Winter,Windy,,
1128,Expense,Equipment Maintenance,-842,2025-02-25,Winter,Sunny,,
1129,Revenue,Ticket Sale,800,2025-02-25,Winter,Snowy,5740,
1130,Expense,Staff Salary,-6159,2025-02-25,Winter,Windy,,
1131,Revenue,Rental,60,2025-02-25,Summer,Rainy,7851,
1132,Revenue,Ticket Sale,2800,2025-02-25,Summer,Rainy,6206,
1133,Expense,Equipment Maintenance,-421,2025-02-25,Summer,Sunny,,
1134,Expense,Ambulance Call,-1272,2025-02-25,Summer,Rainy,,810
1135,Expense,Equipment Maintenance,-593,2025-02-25,Winter,Snowy,,
1136,Expense,Staff Salary,-8493,2025-02-25,Summer,Sunny,,
1137,Revenue,Rental,90,2025-02-25,Summer,Rainy,2610,
1138,Expense,Equipment Maintenance,-506,2025-02-25,Summer,Rainy,,
1139,Expense,Staff Salary,-5133,2025-02-25,Winter,Sunny,,
1140,Expense,Staff Salary,-5301,2025-02-25,Winter,Snowy,,
1141,Revenue,Ticket Sale,4900,2025-02-25,Winter,Windy,6325,
1142,Expense,Staff Salary,-5910,2025-02-25,Winter,Snowy,,
1143,Revenue,Ticket Sale,320,2025-02-25,Summer,Windy,7066,
1144,Expense,Staff Salary,-5505,2025-02-25,Summer,Windy,,
1145,Expense,Equipment Maintenance,-413,2025-02-25,Winter,Snowy,,
1146,Revenue,Rental,30,2025-02-25,Summer,Windy,3870,
1147,Revenue,Rental,120,2025-02-25,Winter,Foggy,5800,
1148,Expense,Staff Salary,-8915,2025-02-25,Winter,Snowy,,
1149,Revenue,Rental,50,2025-02-25,Summer,Rainy,8268,
1150,Expense,Staff Salary,-7548,2025-02-25,Winter,Windy,,
1151,Revenue,Rental,315,2025-02-25,Winter,Foggy,5011,
1152,Revenue,Ticket Sale,3500,2025-02-25,Winter,Sunny,7657,
1153,Revenue,Ticket Sale,200,2025-02-25,Summer,Rainy,7833,
1154,Expense,Equipment Maintenance,-518,2025-02-25,Winter,Sunny,,
1155,Revenue,Ticket Sale,100,2025-02-25,Summer,Windy,5799,
1156,Expense,Equipment Maintenance,-827,2025-02-25,Winter,Foggy,,
1157,Revenue,Ticket Sale,320,2025-02-25,Summer,Rainy,2697,
1158,Revenue,Ticket Sale,100,2025-02-25,Summer,Windy,3768,
1159,Expense,Ambulance Call,-2077,2025-02-25,Summer,Windy,,262
1160,Revenue,Rental,160,2025-02-25,Winter,Windy,5333,
1161,Revenue,Ticket Sale,1400,2025-02-25,Summer,Windy,8507,
1162,Expense,Ambulance Call,-1585,2025-02-25,Summer,Sunny,,595
1163,Expense,Equipment Maintenance,-470,2025-02-25,Summer,Windy,,
1164,Expense,Ambulance Call,-2296,2025-02-25,Summer,Rainy,,485
1165,Revenue,Rental,135,2025-02-25,Winter,Snowy,9548,
1166,Expense,Ambulance Call,-1534,2025-02-25,Winter,Snowy,,639
1167,Revenue,Rental,90,2025-02-25,Summer,Rainy,5992,
